celebrity_name,season,week,twitter_mentions,instagram_engagement,facebook_shares,youtube_views,sentiment_score,google_search_volume
Amy Purdy,18,8,2078,1947,782,1422267,0.789,137.0
Amy Purdy,18,9,2241,6076,865,303479,0.53,174.7
Amy Purdy,18,10,2240,3426,866,512811,0.759,109.9
Meryl Davis,18,1,1290,160205,504,181181,0.029,30.6
Meryl Davis,18,2,1495,100723,587,3411665,0.204,36.8
Meryl Davis,18,3,1544,165027,640,2794495,0.739,47.7
Meryl Davis,18,4,1727,86481,685,245776,0.913,42.3
Meryl Davis,18,5,1830,157403,703,2447712,0.531,40.9
Meryl Davis,18,6,1900,68459,769,270660,0.793,43.8
Meryl Davis,18,7,2121,83092,788,1729138,0.53,64.8
Meryl Davis,18,8,2173,243664,859,4912551,0.471,43.8
Meryl Davis,18,9,2315,145165,870,426394,0.397,77.7
Meryl Davis,18,10,2381,92858,968,3530149,0.55,53.7
Drew Carey,18,1,940,108941,357,1597066,0.227,95.5
Drew Carey,18,2,967,203456,439,751209,0.404,81.6
Drew Carey,18,3,1068,123425,438,134092,0.429,81.8
Drew Carey,18,4,1194,270944,467,1778685,0.2,127.6
Drew Carey,18,5,1197,77196,501,604767,0.007,112.4
Drew Carey,18,6,1395,257831,546,266983,0.46,120.0
Cody Simpson,18,1,850,275465,360,21660,0.323,58.4
Cody Simpson,18,2,929,217771,367,337293,0.475,59.8
Cody Simpson,18,3,1058,142259,438,216085,0.293,64.8
Cody Simpson,18,4,1139,298546,460,579130,0.324,52.3
Cody Simpson,18,5,1210,298342,451,1270110,0.67,80.0
NeNe Leakes,18,1,960,5556,398,645281,-0.046,55.2
NeNe Leakes,18,2,1029,4649,427,190938,0.207,35.2
NeNe Leakes,18,3,1085,6709,448,126051,0.499,55.1
NeNe Leakes,18,4,1279,4603,499,183964,0.346,57.7
NeNe Leakes,18,5,1331,5886,506,533299,0.192,51.8
NeNe Leakes,18,6,1439,4729,590,460069,0.81,62.6
NeNe Leakes,18,7,1530,6058,612,1508983,0.591,62.8
Antonio Sabato Jr.,19,1,927,64229,371,563539,0.211,48.2
Antonio Sabato Jr.,19,2,1108,31077,403,2907256,0.393,41.4
Antonio Sabato Jr.,19,3,1154,57598,434,454161,0.199,46.4
Antonio Sabato Jr.,19,4,1237,33621,477,50852,0.313,58.5
Antonio Sabato Jr.,19,5,1218,61286,515,167594,0.293,58.7
Antonio Sabato Jr.,19,6,1360,100977,567,656863,0.175,56.2
Antonio Sabato Jr.,19,7,1528,93520,585,862470,0.544,46.7
Jonathan Bennett,19,1,889,172402,340,834289,0.158,29.2
Jonathan Bennett,19,2,947,295507,378,13795,0.499,27.9
Jonathan Bennett,19,3,1017,487037,427,470113,0.017,35.2
Jonathan Bennett,19,4,1102,349930,441,1575200,0.193,35.9
Jonathan Bennett,19,5,1221,218043,440,162883,-0.195,26.6
Jonathan Bennett,19,6,1210,287381,533,1117604,0.543,42.6
Lea Thompson,19,1,1072,62975,421,1505211,0.535,7.8
Lea Thompson,19,2,1126,58761,433,331569,-0.009,8.4
Lea Thompson,19,3,1311,114054,470,580243,0.335,14.3
Lea Thompson,19,4,1338,56374,497,182401,0.754,14.4
Lea Thompson,19,5,1489,68074,535,74314,0.281,16.1
Lea Thompson,19,6,1571,113964,571,245713,0.314,18.5
Lea Thompson,19,7,1596,168853,685,1444717,0.081,18.5
Lea Thompson,19,8,1628,190861,665,248644,0.517,19.7
Lea Thompson,19,9,1845,164348,749,838978,0.461,21.7
Janel Parrish,19,1,1204,25759,459,1983569,-0.268,37.4
Janel Parrish,19,2,1331,21154,559,14424738,0.488,26.1
Janel Parrish,19,3,1451,24689,532,1014222,0.315,38.8
Janel Parrish,19,4,1519,47252,648,367848,0.441,36.0
Janel Parrish,19,5,1708,67806,647,452338,0.573,47.1
Janel Parrish,19,6,1769,25851,703,338949,0.026,34.2
Janel Parrish,19,7,1900,44168,761,865553,0.276,37.9
Janel Parrish,19,8,1969,32273,777,844564,0.779,61.8
Janel Parrish,19,9,2103,47987,821,973824,0.958,47.2
Janel Parrish,19,10,2144,42196,837,999044,0.455,49.6
Janel Parrish,19,11,2223,73257,899,1725778,0.77,48.8
Alfonso Ribeiro,19,1,1248,222056,506,644956,0.778,22.5
Alfonso Ribeiro,19,2,1408,466573,588,2245624,0.453,29.9
Alfonso Ribeiro,19,3,1628,254202,634,110442,0.721,21.9
Alfonso Ribeiro,19,4,1676,494717,671,2164087,0.518,28.4
Alfonso Ribeiro,19,5,1825,268886,745,135983,0.445,23.6
Alfonso Ribeiro,19,6,1920,519274,789,3636323,0.328,35.8
Alfonso Ribeiro,19,7,2030,679206,788,581170,0.358,31.7
Alfonso Ribeiro,19,8,2177,682712,896,1478454,0.616,46.3
Alfonso Ribeiro,19,9,2280,533665,920,329738,0.54,37.1
Alfonso Ribeiro,19,10,2428,808935,965,1394196,0.339,31.6
Alfonso Ribeiro,19,11,2488,421706,990,723871,0.557,36.1
Lolo Jones,19,1,682,20760,247,627372,0.325,69.7
Randy Couture,19,1,819,21456,332,64669,0.48,48.9
Randy Couture,19,2,837,16468,325,318334,0.318,77.0
Randy Couture,19,3,898,24147,383,209689,-0.029,55.2
Tommy Chong,19,1,1143,2360,419,671094,0.262,71.3
Tommy Chong,19,2,1200,2090,461,1963766,0.486,66.5
Tommy Chong,19,3,1287,3725,486,319351,-0.07,51.4
Tommy Chong,19,4,1448,5165,572,255777,0.113,51.1
Tommy Chong,19,5,1469,5783,590,2057131,0.029,97.5
Tommy Chong,19,6,1568,5051,666,121438,0.159,59.5
Tommy Chong,19,7,1704,6019,667,257893,0.488,60.3
Tommy Chong,19,8,1742,6960,704,974042,0.539,76.5
Tommy Chong,19,9,1903,7167,751,1941451,0.171,86.0
Tommy Chong,19,10,1992,2668,863,2259020,0.336,123.2
Betsey Johnson,19,1,827,51302,304,159315,-0.426,71.4
Betsey Johnson,19,2,892,130304,347,752328,0.15,61.9
Betsey Johnson,19,3,949,148233,373,191270,-0.041,113.4
Betsey Johnson,19,4,1077,139706,453,555582,0.11,103.9
Michael Waltrip,19,1,1028,1079,384,359636,0.058,72.0
Michael Waltrip,19,2,1067,871,455,149826,-0.071,88.4
Michael Waltrip,19,3,1156,1208,481,394357,0.271,75.2
Michael Waltrip,19,4,1248,673,490,698969,0.439,86.4
Michael Waltrip,19,5,1318,1373,530,1513633,-0.145,62.1
Michael Waltrip,19,6,1445,1753,560,65249,0.535,70.7
Michael Waltrip,19,7,1615,873,601,987288,0.272,119.7
Michael Waltrip,19,8,1615,1135,633,459275,0.151,96.2
Tavis Smiley,19,1,677,35064,283,1875339,0.56,75.7
Tavis Smiley,19,2,764,30621,301,949845,-0.059,56.8
Bethany Mota,19,1,1214,952036,411,139029,0.327,44.2
Bethany Mota,19,2,1300,886727,494,218786,0.726,48.5
Bethany Mota,19,3,1428,933351,540,919337,0.902,55.1
Bethany Mota,19,4,1484,1089796,575,706732,0.643,61.0
Bethany Mota,19,5,1647,878648,567,223174,-0.125,76.8
Bethany Mota,19,6,1693,695918,701,218146,0.284,74.7
Bethany Mota,19,7,1748,498287,682,626966,0.572,79.6
Bethany Mota,19,8,1906,597190,759,1843221,0.066,58.9
Bethany Mota,19,9,1977,1722691,759,621670,0.707,62.6
Bethany Mota,19,10,2085,736874,776,982359,0.799,90.1
Bethany Mota,19,11,2160,1709092,833,2510708,0.528,79.0
Sadie Robertson,19,1,1248,426415,468,1967963,0.554,52.5
Sadie Robertson,19,2,1370,389434,537,213861,0.326,44.3
Sadie Robertson,19,3,1487,441160,573,236875,0.248,53.1
Sadie Robertson,19,4,1622,313453,685,81300,0.504,60.7
Sadie Robertson,19,5,1672,599129,690,103017,0.827,45.9
Sadie Robertson,19,6,1831,224200,723,1246887,0.71,43.7
Sadie Robertson,19,7,2080,544076,806,716630,0.492,62.7
Sadie Robertson,19,8,1960,463408,852,349586,0.6,52.1
Sadie Robertson,19,9,2127,576056,901,4259037,0.644,63.9
Sadie Robertson,19,10,2281,724770,886,1386109,0.537,79.5
Sadie Robertson,19,11,2458,604743,986,397217,0.351,65.1
Suzanne Somers,20,1,876,297712,345,5396648,0.405,46.3
Suzanne Somers,20,2,959,200539,363,532296,0.239,53.3
Suzanne Somers,20,3,1078,672717,427,434132,0.097,48.8
Suzanne Somers,20,4,1107,691581,456,253136,0.106,62.4
Suzanne Somers,20,5,1194,497745,510,160238,0.552,36.9
Willow Shields,20,1,1022,99223,402,459560,0.134,65.8
Willow Shields,20,2,1122,61344,423,291851,0.314,95.2
Willow Shields,20,3,1103,34199,481,105693,0.656,70.3
Willow Shields,20,4,1283,50599,503,693706,0.421,94.2
Willow Shields,20,5,1317,149336,567,3998789,0.277,91.3
Willow Shields,20,6,1373,113627,561,319045,0.293,81.2
Willow Shields,20,7,1519,78881,605,87948,0.637,113.4
Riker Lynch,20,1,1266,2245,509,96345,0.169,29.5
Riker Lynch,20,2,1431,1558,589,2020978,-0.138,36.4
Riker Lynch,20,3,1501,1753,599,299022,0.481,29.9
Riker Lynch,20,4,1649,2887,632,754801,0.528,28.6
Riker Lynch,20,5,1820,2119,686,51386,0.88,26.3
Riker Lynch,20,6,1809,3370,744,678407,0.619,50.5
Riker Lynch,20,7,1930,2197,780,109580,0.611,47.6
Riker Lynch,20,8,2071,2874,875,112481,0.823,32.9
Riker Lynch,20,9,2181,2312,850,1140037,0.819,36.1
Riker Lynch,20,10,2242,3332,878,4468813,0.522,61.7
Rumer Willis,20,1,1373,18469,546,432373,0.137,49.3
Rumer Willis,20,2,1407,15492,597,1464587,0.169,53.9
Rumer Willis,20,3,1636,44287,631,694062,0.034,40.0
Rumer Willis,20,4,1745,37955,698,210095,0.379,59.8
Rumer Willis,20,5,1797,40163,721,1127595,0.249,74.7
Rumer Willis,20,6,1980,70782,785,113447,0.27,55.5
Rumer Willis,20,7,2076,21102,854,791808,0.209,54.2
Rumer Willis,20,8,2126,22508,854,1959725,0.582,76.8
Rumer Willis,20,9,2248,48405,990,6239923,0.599,75.6
Rumer Willis,20,10,2308,23190,944,1113820,0.568,64.9
Nastia Liukin,20,1,1136,27447,462,471143,0.264,9.6
Nastia Liukin,20,2,1299,13926,542,835165,0.304,8.5
Nastia Liukin,20,3,1333,34477,518,922733,0.506,15.3
Nastia Liukin,20,4,1504,24468,553,477136,0.406,14.0
Nastia Liukin,20,5,1597,30471,645,886160,0.494,17.3
Nastia Liukin,20,6,1669,13921,655,3363059,0.724,16.9
Nastia Liukin,20,7,1768,15831,725,1189415,0.744,17.4
Nastia Liukin,20,8,1921,54404,728,878240,0.998,21.6
Nastia Liukin,20,9,2021,28138,784,1441616,0.603,15.9
Michael Sam,20,1,844,9921,330,91319,0.347,8.2
Michael Sam,20,2,882,4908,389,398566,0.205,8.5
Michael Sam,20,3,936,15220,356,2274270,0.23,7.7
Michael Sam,20,4,1069,14414,396,214010,-0.08,8.0
Robert Herjavec,20,1,1072,8113,381,648066,0.255,30.2
Robert Herjavec,20,2,1056,7685,450,936450,-0.052,49.4
Robert Herjavec,20,3,1188,5761,508,690080,0.183,57.5
Robert Herjavec,20,4,1319,5439,545,280995,0.525,36.5
Robert Herjavec,20,5,1399,8296,547,1034231,-0.08,58.2
Robert Herjavec,20,6,1570,7568,586,5743367,0.188,61.1
Robert Herjavec,20,7,1662,8618,644,2069515,-0.004,66.0
Robert Herjavec,20,8,1726,7679,692,526193,0.311,47.2
Charlotte McKinney,20,1,748,1819,305,129198,0.258,100.3
Charlotte McKinney,20,2,825,6679,360,938498,0.42,70.8
Charlotte McKinney,20,3,881,6786,324,1212582,0.268,68.9
Noah Galloway,20,1,1202,33731,456,113424,0.196,7.8
Noah Galloway,20,2,1379,89922,486,334841,-0.016,9.8
Noah Galloway,20,3,1405,74311,552,769933,0.39,10.9
Noah Galloway,20,4,1521,58638,627,165622,0.436,6.8
Noah Galloway,20,5,1686,54635,665,216328,0.559,12.1
Noah Galloway,20,6,1785,125259,718,6505880,0.693,12.4
Noah Galloway,20,7,1786,140488,713,377581,0.148,9.7
Noah Galloway,20,8,2037,176612,798,315771,0.676,11.0
Noah Galloway,20,9,2037,57941,818,701077,0.291,9.2
Noah Galloway,20,10,2172,98872,868,2718432,0.533,11.2
Redfoo,20,1,750,443995,258,657135,0.114,12.1
Redfoo,20,2,755,473784,324,235354,0.252,13.2
Patti LaBelle,20,1,954,105831,346,206146,0.296,26.7
Patti LaBelle,20,2,1058,71420,456,144753,0.633,19.0
Patti LaBelle,20,3,1129,140295,422,1127665,-0.009,25.5
Patti LaBelle,20,4,1190,181857,453,607865,0.195,20.6
Patti LaBelle,20,5,1228,88817,474,452987,-0.146,40.8
Patti LaBelle,20,6,1311,206361,575,259059,0.472,38.0
Chris Soules,20,1,1100,153300,445,374526,0.093,40.8
Chris Soules,20,2,1168,105404,494,242606,0.191,52.6
Chris Soules,20,3,1327,80289,507,710544,0.135,39.4
Chris Soules,20,4,1381,154748,554,730101,0.303,58.0
Chris Soules,20,5,1442,98043,625,2261279,0.51,60.8
Chris Soules,20,6,1567,251985,628,180280,0.172,72.0
Chris Soules,20,7,1724,319005,720,454931,0.496,49.8
Chris Soules,20,8,1765,216430,732,148596,0.389,68.2
Gary Busey,21,1,829,98631,337,69595,0.051,3.2
Gary Busey,21,2,960,99735,337,152395,0.032,3.9
Gary Busey,21,3,980,124178,378,570568,-0.249,4.0
Gary Busey,21,4,1067,170209,443,380051,-0.119,4.0
Alexa PenaVega,21,1,1016,2197954,454,255856,0.314,8.4
Alexa PenaVega,21,2,1145,2883168,437,511707,0.385,7.0
Alexa PenaVega,21,3,1248,3132425,509,254553,0.532,9.7
Alexa PenaVega,21,4,1374,3618354,522,1403848,0.063,11.8
Alexa PenaVega,21,5,1374,3438694,547,152912,0.67,12.9
Alexa PenaVega,21,6,1497,2909909,602,472643,0.509,10.8
Alexa PenaVega,21,7,1594,3044130,671,471537,0.225,9.2
Alexa PenaVega,21,8,1735,3046326,668,1366749,0.422,15.1
Alexa PenaVega,21,9,1742,3935650,642,2439670,0.838,16.1
Carlos PenaVega,21,1,1177,77916,467,1489907,0.159,43.0
Carlos PenaVega,21,2,1275,68428,504,279758,-0.041,40.1
Carlos PenaVega,21,3,1304,102834,592,612651,0.182,62.3
Carlos PenaVega,21,4,1498,53667,631,360363,0.523,44.4
Carlos PenaVega,21,5,1617,112612,612,1510113,0.819,56.4
Carlos PenaVega,21,6,1596,51971,662,132407,0.523,51.2
Carlos PenaVega,21,7,1728,39960,676,696139,0.372,84.5
Carlos PenaVega,21,8,1877,59070,803,701857,0.778,53.0
Carlos PenaVega,21,9,1990,129682,797,1044413,0.638,92.8
Carlos PenaVega,21,10,2106,115172,828,458957,0.336,71.0
Carlos PenaVega,21,11,2142,160349,872,537883,0.352,65.8
Victor Espinoza,21,1,682,114287,271,188997,0.046,34.5
Victor Espinoza,21,2,792,174034,318,1575411,-0.21,40.0
Alek Skarlatos,21,1,1275,56640,488,398105,0.272,80.1
Alek Skarlatos,21,2,1329,111890,480,3150439,0.439,99.5
Alek Skarlatos,21,3,1456,49479,599,263006,0.582,81.4
Alek Skarlatos,21,4,1563,58679,647,171170,0.086,67.7
Alek Skarlatos,21,5,1587,176193,665,844585,0.184,122.7
Alek Skarlatos,21,6,1763,187631,722,422859,0.195,78.7
Alek Skarlatos,21,7,1929,220564,756,133327,0.457,147.0
Alek Skarlatos,21,8,2032,229529,811,2067389,0.671,99.7
Alek Skarlatos,21,9,2126,155602,858,256812,0.329,147.6
Alek Skarlatos,21,10,2104,253922,895,499346,0.097,142.1
Alek Skarlatos,21,11,2334,143108,968,3447264,0.483,102.8
Chaka Khan,21,1,676,96446,256,237822,-0.018,37.1
Chaka Khan,21,2,770,65397,282,238579,0.097,57.4
Andy Grammer,21,1,976,74358,388,476712,0.289,31.7
Andy Grammer,21,2,1077,232934,426,180420,0.097,39.0
Andy Grammer,21,3,1165,199284,457,226187,0.55,42.6
Andy Grammer,21,4,1275,254398,501,125600,0.458,34.7
Andy Grammer,21,5,1339,163947,536,2139605,0.555,39.9
Andy Grammer,21,6,1425,327602,597,724155,0.574,48.8
Andy Grammer,21,7,1533,275844,633,53359,0.503,71.9
Andy Grammer,21,8,1645,108552,649,138077,0.379,41.7
Tamar Braxton,21,1,1086,465263,485,2883347,0.587,35.9
Tamar Braxton,21,2,1221,382624,450,237891,0.388,48.2
Tamar Braxton,21,3,1322,385226,515,182322,0.301,34.4
Tamar Braxton,21,4,1382,419100,565,256895,0.711,32.8
Tamar Braxton,21,5,1476,408647,611,220917,0.044,42.2
Tamar Braxton,21,6,1623,367956,639,454336,0.856,44.6
Tamar Braxton,21,7,1735,407543,693,301894,0.488,38.6
Tamar Braxton,21,8,1814,615919,760,657548,0.877,43.8
Tamar Braxton,21,9,1919,513026,810,621681,0.435,46.4
Nick Carter,21,1,1262,64219,519,383177,0.175,38.0
Nick Carter,21,2,1400,97557,524,979605,0.325,59.9
Nick Carter,21,3,1448,80596,613,728375,0.66,68.9
Nick Carter,21,4,1537,38219,602,829168,0.408,62.7
Nick Carter,21,5,1749,61475,669,827283,0.716,59.1
Nick Carter,21,6,1884,103654,731,661265,0.604,71.5
Nick Carter,21,7,1903,84695,732,550410,0.467,98.1
Nick Carter,21,8,2068,118554,868,1960392,0.87,68.7
Nick Carter,21,9,2184,128760,909,1238789,0.629,79.9
Nick Carter,21,10,2327,158758,924,1529279,0.863,112.8
Nick Carter,21,11,2430,120650,983,173314,0.517,105.1
Hayes Grier,21,1,931,122876,384,441263,0.257,63.2
Hayes Grier,21,2,1033,57213,382,1986363,-0.017,56.5
Hayes Grier,21,3,1084,144991,435,991782,0.552,53.4
Hayes Grier,21,4,1181,71130,473,889983,0.624,57.3
Hayes Grier,21,5,1304,108596,531,3665625,0.222,82.9
Hayes Grier,21,6,1367,187833,558,397428,0.281,73.7
Hayes Grier,21,7,1481,196431,561,297444,-0.01,89.1
Bindi Irwin,21,1,1298,444486,530,2337352,0.531,22.3
Bindi Irwin,21,2,1519,485765,549,2320147,0.481,20.3
Bindi Irwin,21,3,1585,652919,593,421741,0.047,25.5
Bindi Irwin,21,4,1690,409193,717,186511,0.987,20.3
Bindi Irwin,21,5,1763,746704,702,356922,0.339,28.6
Bindi Irwin,21,6,1878,912056,754,2012104,0.564,22.6
Bindi Irwin,21,7,2106,692592,801,269779,0.981,33.2
Bindi Irwin,21,8,2159,639121,891,1358669,0.436,29.8
Bindi Irwin,21,9,2292,946363,895,562439,0.646,33.7
Bindi Irwin,21,10,2317,375263,962,508257,0.44,39.5
Bindi Irwin,21,11,2512,1253099,991,1255409,0.679,23.2
Kim Zolciak-Biermann,21,1,793,50346,303,212788,-0.283,50.0
Kim Zolciak-Biermann,21,2,827,52740,316,278306,0.308,51.8
Paula Deen,21,1,846,172948,344,1127203,0.101,52.1
Paula Deen,21,2,972,187094,378,189311,0.684,65.4
Paula Deen,21,3,1030,128797,417,110068,-0.059,64.6
Paula Deen,21,4,1101,94122,457,44203,0.063,78.1
Paula Deen,21,5,1246,133872,476,133753,0.344,59.0
Paula Deen,21,6,1250,108642,522,1964294,-0.159,67.9
Mischa Barton,22,1,716,7587,328,213719,-0.087,40.3
Mischa Barton,22,2,846,14677,326,470998,0.069,64.5
Mischa Barton,22,3,848,20690,406,70009,0.374,64.0
Kim Fields,22,1,973,1098633,347,100240,0.102,24.9
Kim Fields,22,2,982,1707200,441,514229,0.071,19.0
Kim Fields,22,3,1163,1690932,407,472589,0.328,17.0
Kim Fields,22,4,1259,1543037,488,164292,0.31,29.7
Kim Fields,22,5,1317,862634,513,315371,0.501,21.2
Kim Fields,22,6,1435,1764913,549,1705586,-0.053,27.8
Kim Fields,22,7,1499,2286852,605,960651,0.529,29.0
Jodie Sweetin,22,1,1000,274641,391,552102,0.068,41.1
Jodie Sweetin,22,2,1108,221464,476,177576,0.528,36.0
Jodie Sweetin,22,3,1275,510605,504,163013,0.381,43.4
Jodie Sweetin,22,4,1354,414403,510,1232357,0.588,48.2
Jodie Sweetin,22,5,1437,157760,606,335848,0.207,57.9
Jodie Sweetin,22,6,1579,599485,641,207912,-0.056,58.0
Jodie Sweetin,22,7,1586,242244,642,358204,0.472,70.6
Jodie Sweetin,22,8,1771,579909,646,1370988,0.247,69.8
Doug Flutie,22,1,931,15205,350,163590,0.011,36.4
Doug Flutie,22,2,959,19589,404,526912,0.13,39.3
Doug Flutie,22,3,1036,9066,477,589536,-0.013,28.9
Doug Flutie,22,4,1187,6511,448,357182,-0.132,34.9
Doug Flutie,22,5,1250,26943,488,411276,0.117,33.1
Doug Flutie,22,6,1259,21583,515,1792085,0.267,31.4
Von Miller,22,1,1035,137888,404,208016,0.243,18.8
Von Miller,22,2,1094,41506,385,349064,0.686,14.2
Von Miller,22,3,1173,44770,454,507076,0.302,22.8
Von Miller,22,4,1239,127988,501,633190,0.411,15.8
Von Miller,22,5,1311,191888,558,68950,0.014,24.5
Von Miller,22,6,1472,95020,624,503955,0.445,25.7
Von Miller,22,7,1569,215324,683,1136915,0.833,26.5
Antonio Brown,22,1,1142,106538,428,2229698,0.097,14.4
Antonio Brown,22,2,1218,114168,490,970370,0.291,24.2
Antonio Brown,22,3,1318,131811,537,857515,0.281,27.2
Antonio Brown,22,4,1487,89083,526,334132,0.621,24.4
Antonio Brown,22,5,1519,65246,586,452323,0.432,29.9
Antonio Brown,22,6,1582,75108,661,380723,0.372,24.4
Antonio Brown,22,7,1731,142249,697,281882,0.549,29.0
Antonio Brown,22,8,1887,143303,739,972426,0.529,20.5
Antonio Brown,22,9,1956,126379,793,4545894,0.365,28.8
Paige VanZant,22,1,1249,27022,506,155365,0.64,24.9
Paige VanZant,22,2,1418,33382,567,98282,0.288,36.1
Paige VanZant,22,3,1500,18161,585,378695,0.699,30.5
Paige VanZant,22,4,1620,13537,666,155008,0.719,30.7
Paige VanZant,22,5,1724,28782,717,2150105,0.699,45.4
Paige VanZant,22,6,1811,33401,711,1565942,0.668,25.9
Paige VanZant,22,7,1956,46876,749,283144,0.236,50.1
Paige VanZant,22,8,2034,16539,828,2255658,0.301,30.6
Paige VanZant,22,9,2242,57186,932,3097249,0.46,34.3
Paige VanZant,22,10,2274,35977,924,1463956,0.359,44.6
Geraldo Rivera,22,1,660,7879,306,114180,-0.15,17.5
Geraldo Rivera,22,2,800,11964,296,310480,-0.093,22.9
Nyle DiMarco,22,1,1296,2831,527,1101232,0.082,42.9
Nyle DiMarco,22,2,1490,4841,558,422441,0.384,32.6
Nyle DiMarco,22,3,1515,4972,658,430921,0.536,54.5
Nyle DiMarco,22,4,1607,5223,663,169400,0.317,39.5
Nyle DiMarco,22,5,1763,6488,764,510978,0.465,42.6
Nyle DiMarco,22,6,1851,5143,774,2218441,0.202,64.0
Nyle DiMarco,22,7,2020,3735,780,582939,0.279,47.1
Nyle DiMarco,22,8,2193,5578,832,1030243,0.724,45.4
Nyle DiMarco,22,9,2303,5349,905,417968,0.252,56.8
Nyle DiMarco,22,10,2441,8257,978,3021965,0.712,83.7
Ginger Zee,22,1,1258,12826,486,403649,0.266,52.0
Ginger Zee,22,2,1315,13685,519,429178,0.426,57.2
Ginger Zee,22,3,1460,7843,536,312084,0.096,54.7
Ginger Zee,22,4,1556,13005,661,275511,0.797,61.6
Ginger Zee,22,5,1697,10737,643,581839,0.64,82.2
Ginger Zee,22,6,1830,12201,687,450006,0.641,62.6
Ginger Zee,22,7,1802,12371,760,624387,0.268,104.4
Ginger Zee,22,8,1929,15214,813,753889,0.714,107.3
Ginger Zee,22,9,2055,19301,827,341491,0.573,106.9
Ginger Zee,22,10,2083,18185,918,1396675,0.441,80.2
Wanya Morris,22,1,1147,72646,469,726356,0.559,13.3
Wanya Morris,22,2,1217,59315,479,214766,0.295,17.7
Wanya Morris,22,3,1395,95070,515,2187631,0.558,20.9
Wanya Morris,22,4,1496,37749,602,559613,0.845,24.6
Wanya Morris,22,5,1588,100279,646,724956,0.131,18.9
Wanya Morris,22,6,1713,102649,656,234425,0.618,25.2
Wanya Morris,22,7,1751,73640,755,496357,0.355,22.0
Wanya Morris,22,8,1929,115550,764,549686,0.536,29.4
Wanya Morris,22,9,2043,48104,781,189533,0.551,27.2
Marla Maples,22,1,839,884775,366,200738,0.285,14.3
Marla Maples,22,2,884,613296,368,418239,0.392,13.7
Marla Maples,22,3,960,753325,392,85149,0.046,17.7
Marla Maples,22,4,1021,445653,408,375514,0.337,22.7
Jake T. Austin,23,1,598,79404,270,553712,-0.406,42.7
Jake T. Austin,23,2,666,79264,276,514933,0.3,46.0
Maureen McCormick,23,1,982,42390,392,265077,-0.064,46.5
Maureen McCormick,23,2,978,35567,379,491837,0.292,35.8
Maureen McCormick,23,3,1107,70282,443,271784,0.128,58.0
Maureen McCormick,23,4,1183,163139,478,233866,0.446,42.1
Maureen McCormick,23,5,1307,70573,520,284494,0.233,44.1
Maureen McCormick,23,6,1347,147362,555,300587,0.23,48.8
Maureen McCormick,23,7,1399,61088,596,203325,0.42,74.5
Marilu Henner,23,1,1138,190353,441,266272,-0.194,26.4
Marilu Henner,23,2,1130,215509,439,165605,0.295,26.1
Marilu Henner,23,3,1290,119275,464,55303,0.354,33.4
Marilu Henner,23,4,1261,205305,504,97046,-0.085,38.7
Marilu Henner,23,5,1425,209695,576,2239605,0.772,42.0
Marilu Henner,23,6,1607,242861,567,1595963,0.359,38.4
Marilu Henner,23,7,1643,226120,685,492083,0.267,45.5
Marilu Henner,23,8,1705,301034,664,401439,0.102,46.9
Marilu Henner,23,9,1851,334192,711,917070,0.411,55.1
Ryan Lochte,23,1,1062,8784,405,1110337,0.252,48.9
Ryan Lochte,23,2,1046,3802,423,1012438,-0.175,72.4
Ryan Lochte,23,3,1209,5576,471,270539,0.372,78.6
Ryan Lochte,23,4,1234,10770,537,97646,0.357,64.1
Ryan Lochte,23,5,1382,11912,535,450500,0.597,72.1
Ryan Lochte,23,6,1422,18686,563,1168850,0.435,98.5
Ryan Lochte,23,7,1544,7816,621,1261161,0.214,96.7
Ryan Lochte,23,8,1664,16766,633,5477813,0.262,83.1
Calvin Johnson Jr.,23,1,1171,71852,491,2112260,0.12,62.9
Calvin Johnson Jr.,23,2,1295,139711,508,881825,0.536,64.6
Calvin Johnson Jr.,23,3,1445,262022,557,193845,0.505,116.9
Calvin Johnson Jr.,23,4,1539,106646,598,499572,-0.083,93.4
Calvin Johnson Jr.,23,5,1666,80583,671,268935,0.306,89.9
Calvin Johnson Jr.,23,6,1752,120091,658,569303,0.237,106.4
Calvin Johnson Jr.,23,7,1912,213926,766,1121981,0.732,116.1
Calvin Johnson Jr.,23,8,1980,284696,836,1578338,0.593,116.0
Calvin Johnson Jr.,23,9,2226,373322,831,483134,0.615,97.3
Calvin Johnson Jr.,23,10,2141,416860,838,1262373,0.372,110.9
Calvin Johnson Jr.,23,11,2272,295727,964,827501,0.417,179.1
Laurie Hernandez,23,1,1273,86587,545,84544,0.383,19.5
Laurie Hernandez,23,2,1549,223845,581,897209,0.351,22.6
Laurie Hernandez,23,3,1610,177558,623,311653,0.277,22.3
Laurie Hernandez,23,4,1700,279425,642,335901,0.632,31.3
Laurie Hernandez,23,5,1736,111703,769,1189394,0.797,25.9
Laurie Hernandez,23,6,1935,115700,783,1026909,0.413,34.7
Laurie Hernandez,23,7,2057,187348,832,1097723,0.437,43.0
Laurie Hernandez,23,8,2148,238331,865,1712715,0.753,41.7
Laurie Hernandez,23,9,2323,198532,887,115999,0.818,39.0
Laurie Hernandez,23,10,2391,129517,1005,171737,0.677,27.9
Laurie Hernandez,23,11,2469,154916,1012,1301968,0.87,31.1
Amber Rose,23,1,915,18549,319,284175,0.183,20.9
Amber Rose,23,2,986,17101,406,159653,-0.188,25.8
Amber Rose,23,3,1039,13726,417,363875,0.416,24.6
