season,week,celebrity_name,judge_total,judge_share,fan_vote_share,judge_rank,fan_rank,rank_rule_rank,percent_rule_rank,combined_rank_sum,combined_score,eliminated_this_week,final_placement,regime
28,6,Kel Mitchell,26.0,0.11403508771929824,0.0459291521913246,4,7,7,7,11,0.15996423991062284,False,2,bottom2
28,6,Sailor Brinkley-Cook,27.0,0.11842105263157894,0.0252064531585323,1,9,5,9,10,0.14362750579011124,True,9,bottom2
28,6,Sean Spicer,21.0,0.09210526315789473,0.0836883716938095,9,5,8,5,14,0.17579363485170424,False,6,bottom2
28,6,Lauren Alaina,26.0,0.11403508771929824,0.205840179385753,4,2,2,2,6,0.3198752671050512,False,4,bottom2
28,6,Ally Brooke,25.0,0.10964912280701754,0.112967485622583,6,4,5,4,10,0.22261660842960054,False,3,bottom2
28,6,Karamo Brown,25.0,0.10964912280701754,0.1524901554373592,6,3,3,3,9,0.2621392782443767,False,8,bottom2
28,6,Hannah Brown,24.0,0.10526315789473684,0.0619978706099581,8,6,8,6,14,0.16726102850469493,False,1,bottom2
28,7,Kate Flannery,24.0,0.1188118811881188,0.0636010269157444,7,6,7,6,13,0.1824129081038632,False,7,bottom2
28,7,James Van Der Beek,27.0,0.13366336633663367,0.0471167995932518,1,7,3,7,8,0.18078016592988547,False,5,bottom2
28,7,Kel Mitchell,25.5,0.12623762376237624,0.0858524063530961,5,5,5,5,10,0.21209003011547234,False,2,bottom2
28,7,Sean Spicer,21.0,0.10396039603960396,0.156433283674742,8,3,6,3,11,0.26039367971434596,False,6,bottom2
28,7,Lauren Alaina,27.0,0.13366336633663367,0.285040027190569,1,1,1,1,2,0.41870339352720265,False,4,bottom2
28,7,Ally Brooke,27.0,0.13366336633663367,0.2111628457663858,1,2,2,2,3,0.34482621210301945,False,3,bottom2
28,7,Karamo Brown,24.5,0.12128712871287128,0.0349049836388899,6,8,8,8,14,0.15619211235176117,True,8,bottom2
28,7,Hannah Brown,26.0,0.12871287128712872,0.1158886268673208,4,4,3,4,8,0.2446014981544495,False,1,bottom2
28,8,Kate Flannery,25.9998,0.13471454803957736,0.0488208920308237,5,7,7,7,12,0.18353544007040107,True,7,bottom2
28,8,James Van Der Beek,31.9998,0.1658027598041857,0.0659013111015245,1,6,3,6,7,0.2317040709057102,False,5,bottom2
28,8,Kel Mitchell,29.9998,0.15544002254931627,0.0889574652211991,4,5,5,5,9,0.24439748777051537,False,2,bottom2
28,8,Sean Spicer,20.0,0.1036273725486945,0.1620910698146319,7,3,6,4,10,0.2657184423633264,False,6,bottom2
28,8,Lauren Alaina,24.0,0.1243528470584334,0.2953491856846512,6,1,3,1,7,0.4197020327430846,False,4,bottom2
28,8,Ally Brooke,30.0,0.15544105882304174,0.2188000582186976,3,2,1,2,5,0.37424111704173935,False,3,bottom2
28,8,Hannah Brown,30.9998,0.160621391176751,0.1200800179284717,2,4,2,3,6,0.2807014091052227,False,1,bottom2
28,9,James Van Der Beek,36.0,0.17266187050359713,0.1262433299074973,3,4,5,4,7,0.2989052004110944,False,5,bottom2
28,9,Kel Mitchell,37.0,0.1774580335731415,0.1704106707733582,2,3,1,3,5,0.3478687043464997,False,2,bottom2
28,9,Sean Spicer,25.0,0.11990407673860912,0.0692838084324915,6,6,6,6,12,0.18918788517110063,True,6,bottom2
28,9,Lauren Alaina,35.0,0.16786570743405277,0.3105084870032935,5,1,2,1,6,0.47837419443734625,False,4,bottom2
28,9,Ally Brooke,40.0,0.19184652278177458,0.0935233590350072,1,5,2,5,6,0.2853698818167818,False,3,bottom2
28,9,Hannah Brown,35.5,0.17026378896882494,0.2300303448483522,4,2,2,2,6,0.40029413381717716,False,1,bottom2
28,10,James Van Der Beek,25.5,0.18545454545454546,0.1004853680234095,5,5,5,5,10,0.28593991347795494,True,5,bottom2
28,10,Kel Mitchell,28.5,0.20727272727272728,0.1830962782396138,2,3,2,3,5,0.3903690055123411,False,2,bottom2
28,10,Lauren Alaina,27.0,0.19636363636363635,0.333623170861932,3,1,1,1,4,0.5299868072255683,False,4,bottom2
28,10,Ally Brooke,29.5,0.21454545454545454,0.1356410590589154,1,4,2,4,5,0.3501865136043699,False,3,bottom2
28,10,Hannah Brown,27.0,0.19636363636363635,0.2471541238161292,3,2,2,2,5,0.4435177601797655,False,1,bottom2
28,11,Kel Mitchell,29.5,0.25213675213675213,0.2035500832679938,2,3,1,3,5,0.4556868354047459,False,2,bottom2
28,11,Lauren Alaina,28.5,0.24358974358974358,0.3708924335436651,4,1,1,1,5,0.6144821771334087,False,4,bottom2
28,11,Ally Brooke,30.0,0.2564102564102564,0.1507936105062107,1,4,1,4,5,0.4072038669164671,False,3,bottom2
28,11,Hannah Brown,29.0,0.24786324786324787,0.2747638726821303,3,2,1,2,5,0.5226271205453782,False,1,bottom2
29,1,Anne Heche,18.0,0.06923076923076923,0.0320950184120031,6,8,8,8,14,0.10132578764277234,False,13,bottom2
29,1,Jesse Metcalfe,18.0,0.06923076923076923,0.0433237432827564,6,7,7,7,13,0.11255451251352563,False,12,bottom2
29,1,Chrishell Stause,13.0,0.05,0.007161366598237,13,13,13,13,26,0.057161366598237,False,8,bottom2
29,1,Skai Jackson,21.0,0.08076923076923077,0.262093373699405,1,1,1,1,2,0.34286260446863576,False,5,bottom2
29,1,Justina Machado,21.0,0.08076923076923077,0.1941635467564618,1,2,2,2,3,0.27493277752569256,False,4,bottom2
29,1,Charles Oakley,12.0,0.046153846153846156,0.0053052708609554,14,14,14,14,28,0.051459117014801554,False,15,bottom2
29,1,Veron Davis,17.0,0.06538461538461539,0.0130488607151363,11,11,11,11,22,0.07843347609975168,False,11,bottom2
29,1,Johnny Weir,18.0,0.06923076923076923,0.0584809364473905,6,6,6,6,12,0.12771170567815973,False,6,bottom2
29,1,Nev Schulman,20.0,0.07692307692307693,0.1065592137652328,3,4,4,4,7,0.18348229068830973,False,2,bottom2
29,1,AJ McLean,18.0,0.06923076923076923,0.0176141195651593,6,10,10,10,16,0.08684488879592853,False,7,bottom2
29,1,Nelly,16.0,0.06153846153846154,0.0096668337769109,12,12,12,12,24,0.07120529531537244,False,3,bottom2
29,1,Kaitlyn Bristowe,20.0,0.07692307692307693,0.1438398932293735,3,3,3,3,6,0.22076297015245042,False,1,bottom2
29,1,Carole Baskin,11.0,0.04230769230769231,0.0039302413194475,15,15,15,15,30,0.04623793362713981,False,14,bottom2
29,1,Monica Aldama,19.0,0.07307692307692308,0.0789410071388025,5,5,5,5,10,0.15201793021572557,False,10,bottom2
29,1,Jeannie Mai,18.0,0.06923076923076923,0.0237765744327271,6,9,9,9,15,0.09300734366349633,False,9,bottom2
29,2,Anne Heche,18.0,0.06593406593406594,0.0433237432827564,6,7,5,7,13,0.10925780921682234,False,13,bottom2
29,2,Jesse Metcalfe,20.0,0.07326007326007326,0.0584809364473905,4,6,3,6,10,0.13174100970746377,False,12,bottom2
29,2,Chrishell Stause,18.0,0.06593406593406594,0.0096668337769109,6,12,13,13,18,0.07560089971097683,False,8,bottom2
29,2,Skai Jackson,15.0,0.054945054945054944,0.262093373699405,14,1,8,1,15,0.31703842864445997,False,5,bottom2
29,2,Justina Machado,21.0,0.07692307692307693,0.1941635467564617,2,2,1,2,4,0.2710866236795386,False,4,bottom2
29,2,Charles Oakley,15.0,0.054945054945054944,0.0039302413194475,14,15,15,15,29,0.05887529626450244,True,15,bottom2
29,2,Veron Davis,18.0,0.06593406593406594,0.0176141195651593,6,10,10,11,16,0.08354818549922524,False,11,bottom2
29,2,Johnny Weir,18.0,0.06593406593406594,0.0789410071388025,6,5,4,5,11,0.14487507307286845,False,6,bottom2
29,2,Nev Schulman,21.0,0.07692307692307693,0.1438398932293735,2,3,2,3,5,0.22076297015245042,False,2,bottom2
29,2,AJ McLean,19.0,0.0695970695970696,0.0237765744327271,5,9,6,9,14,0.0933736440297967,False,7,bottom2
29,2,Nelly,18.0,0.06593406593406594,0.0130488607151363,6,11,12,12,17,0.07898292664920223,False,3,bottom2
29,2,Kaitlyn Bristowe,22.0,0.08058608058608059,0.0053052708609554,1,14,8,10,15,0.085891351447036,False,1,bottom2
29,2,Carole Baskin,16.0,0.05860805860805861,0.007161366598237,12,13,14,14,25,0.06576942520629561,False,14,bottom2
29,2,Monica Aldama,16.0,0.05860805860805861,0.1065592137652328,12,4,10,4,16,0.1651672723732914,False,10,bottom2
29,2,Jeannie Mai,18.0,0.06593406593406594,0.0320950184120031,6,8,6,8,14,0.09802908434606904,False,9,bottom2
29,3,Anne Heche,15.0,0.05338078291814947,0.058711687547725,13,6,12,7,19,0.11209247046587448,False,13,bottom2
29,3,Jesse Metcalfe,20.0,0.0711743772241993,0.079252488543947,9,5,7,5,14,0.1504268657681463,False,12,bottom2
29,3,Chrishell Stause,22.0,0.07829181494661921,0.0131003482451084,4,11,9,12,15,0.09139216319172762,False,8,bottom2
29,3,Skai Jackson,18.0,0.06405693950177936,0.263127528383743,11,1,4,1,12,0.32718446788552236,False,5,bottom2
29,3,Justina Machado,19.0,0.06761565836298933,0.1949296673896227,10,2,4,2,12,0.262545325752612,False,4,bottom2
29,3,Veron Davis,22.0,0.07829181494661921,0.0238703908290749,4,9,6,9,13,0.10216220577569411,False,11,bottom2
29,3,Johnny Weir,24.0,0.08540925266903915,0.0071896235537994,1,13,7,10,14,0.09259887622283855,False,6,bottom2
29,3,Nev Schulman,24.0,0.08540925266903915,0.1444074493536593,1,3,1,3,4,0.22981670202269844,False,2,bottom2
29,3,AJ McLean,21.0,0.07473309608540925,0.0322216573009082,7,8,9,8,15,0.10695475338631745,False,7,bottom2
29,3,Nelly,18.0,0.06405693950177936,0.0176836204609725,11,10,13,13,21,0.08174055996275187,False,3,bottom2
29,3,Kaitlyn Bristowe,23.0,0.08185053380782918,0.0097049766772521,3,12,9,11,15,0.09155551048508129,False,1,bottom2
29,3,Carole Baskin,12.0,0.042704626334519574,0.0053262041284971,14,14,14,14,28,0.04803083046301668,True,14,bottom2
29,3,Monica Aldama,21.0,0.07473309608540925,0.1069796696833632,7,4,2,4,11,0.18171276576877243,False,10,bottom2
29,3,Jeannie Mai,22.0,0.07829181494661921,0.0434946879023266,4,7,2,6,11,0.12178650284894582,False,9,bottom2
29,4,Anne Heche,21.0,0.06976744186046512,0.0072281220070748,10,13,13,13,23,0.07699556386753992,True,13,bottom2
29,4,Jesse Metcalfe,21.0,0.06976744186046512,0.1075525163399231,10,4,7,4,14,0.1773199582003882,False,12,bottom2
29,4,Chrishell Stause,22.0,0.07308970099667775,0.0239982101952936,8,9,11,11,17,0.09708791119197135,False,8,bottom2
29,4,Skai Jackson,28.0,0.09302325581395349,0.0097569441534839,1,12,6,8,13,0.10278019996743738,False,5,bottom2
29,4,Justina Machado,24.0,0.07973421926910298,0.2645365038024336,3,1,1,1,4,0.3442707230715366,False,4,bottom2
29,4,Veron Davis,22.0,0.07308970099667775,0.0437275899725677,8,7,9,7,15,0.11681729096924545,False,11,bottom2
29,4,Johnny Weir,24.0,0.07973421926910298,0.0131704970006074,3,11,7,12,14,0.09290471626971039,False,6,bottom2
29,4,Nev Schulman,24.0,0.07973421926910298,0.1959734620522814,3,2,2,2,5,0.27570768132138435,False,2,bottom2
29,4,AJ McLean,24.0,0.07973421926910298,0.0590260724585427,3,6,4,6,9,0.1387602917276457,False,7,bottom2
29,4,Nelly,21.0,0.06976744186046512,0.0323941953981773,10,8,12,9,18,0.10216163725864241,False,3,bottom2
29,4,Kaitlyn Bristowe,25.0,0.08305647840531562,0.0177783113764233,2,10,5,10,12,0.10083478978173892,False,1,bottom2
29,4,Monica Aldama,24.0,0.07973421926910298,0.1451807114584072,3,3,3,3,6,0.22491493072751018,False,10,bottom2
29,4,Jeannie Mai,21.0,0.06976744186046512,0.0796768637847832,10,5,9,5,15,0.1494443056452483,False,9,bottom2
29,5,Jesse Metcalfe,19.0,0.06620209059233449,0.0098279820065103,11,12,12,12,23,0.0760300725988448,True,12,bottom2
29,5,Chrishell Stause,19.0,0.06620209059233449,0.0326300493761652,11,8,11,11,19,0.09883213996849968,False,8,bottom2
29,5,Skai Jackson,24.0,0.08362369337979095,0.017907750783962,5,10,9,10,15,0.10153144416375295,False,5,bottom2
29,5,Justina Machado,24.0,0.08362369337979095,0.266462527461237,5,1,2,1,6,0.3500862208410279,False,4,bottom2
29,5,Veron Davis,21.0,0.07317073170731707,0.0594558264259812,10,6,10,6,16,0.13262655813329827,False,11,bottom2
29,5,Johnny Weir,29.0,0.10104529616724739,0.0132663880721864,1,11,7,9,12,0.11431168423943379,False,6,bottom2
29,5,Nev Schulman,26.0,0.09059233449477352,0.197400295472187,3,2,1,2,5,0.2879926299669605,False,2,bottom2
29,5,AJ McLean,24.0,0.08362369337979095,0.0802569709628208,5,5,5,5,10,0.16388066434261175,False,7,bottom2
29,5,Nelly,24.0,0.08362369337979095,0.0440459595420564,5,7,7,7,12,0.12766965292184734,False,3,bottom2
29,5,Kaitlyn Bristowe,27.0,0.09407665505226481,0.0241729351196073,2,9,6,8,11,0.11824959017187212,False,1,bottom2
29,5,Monica Aldama,26.0,0.09059233449477352,0.1462377356537509,3,3,2,3,6,0.23683007014852442,False,10,bottom2
29,5,Jeannie Mai,24.0,0.08362369337979095,0.1083355791235352,5,4,4,4,9,0.19195927250332614,False,9,bottom2
29,6,Chrishell Stause,24.0,0.08955223880597014,0.0600459570110494,7,6,8,6,13,0.14959819581701955,False,8,bottom2
29,6,Skai Jackson,18.0,0.06716417910447761,0.0329539199080656,11,8,10,10,19,0.1001180990125432,False,5,bottom2
29,6,Justina Machado,27.0,0.10074626865671642,0.018085494700457,1,10,6,8,11,0.11883176335717341,False,4,bottom2
29,6,Veron Davis,21.0,0.07835820895522388,0.0133980640041412,10,11,11,11,21,0.09175627295936509,True,11,bottom2
29,6,Johnny Weir,22.0,0.08208955223880597,0.024412864310781,9,9,9,9,18,0.10650241654958698,False,6,bottom2
29,6,Nev Schulman,26.0,0.09701492537313433,0.2691073092544098,5,1,3,1,6,0.3661222346275441,False,2,bottom2
29,6,AJ McLean,27.0,0.10074626865671642,0.1094108671572735,1,4,2,4,5,0.21015713581398993,False,7,bottom2
29,6,Nelly,24.0,0.08955223880597014,0.0810535639306952,7,5,7,5,12,0.17060580273666534,False,3,bottom2
29,6,Kaitlyn Bristowe,27.0,0.10074626865671642,0.0444831390320566,1,7,4,7,8,0.14522940768877302,False,1,bottom2
29,6,Monica Aldama,27.0,0.10074626865671642,0.1993595980142966,1,2,1,2,3,0.300105866671013,False,10,bottom2
29,6,Jeannie Mai,25.0,0.09328358208955224,0.1476892226767738,6,3,5,3,9,0.24097280476632604,False,9,bottom2
29,7,Chrishell Stause,26.0,0.1,0.1108966678104438,5,4,4,4,9,0.2108966678104438,False,8,bottom2
29,7,Skai Jackson,27.0,0.10384615384615385,0.0608613816984254,2,6,3,6,8,0.16470753554457926,False,5,bottom2
29,7,Justina Machado,26.0,0.1,0.0334014344648559,5,8,8,9,13,0.13340143446485592,False,4,bottom2
29,7,Johnny Weir,27.0,0.10384615384615385,0.0450872204980584,2,7,4,7,9,0.14893337434421225,False,6,bottom2
29,7,Nev Schulman,30.0,0.11538461538461539,0.0247443912484715,1,9,7,8,10,0.1401290066330869,False,2,bottom2
29,7,AJ McLean,26.0,0.1,0.2020669033180707,5,2,2,2,7,0.30206690331807073,False,7,bottom2
29,7,Nelly,27.0,0.10384615384615385,0.1496948437747579,2,3,1,3,5,0.25354099762091176,False,3,bottom2
29,7,Kaitlyn Bristowe,24.0,0.09230769230769231,0.0821542721268645,9,5,9,5,14,0.1744619644345568,False,1,bottom2
29,7,Monica Aldama,22.0,0.08461538461538462,0.0183310958965449,10,10,10,10,20,0.10294648051192952,True,10,bottom2
29,7,Jeannie Mai,25.0,0.09615384615384616,0.2727617891635065,8,1,4,1,9,0.36891563531735266,False,9,bottom2
29,8,Chrishell Stause,27.0,0.12162184076007344,0.0349049836388899,5,8,8,8,13,0.15652682439896334,True,8,bottom2
29,8,Skai Jackson,26.9998,0.1216209398575493,0.1158886268673208,7,4,7,4,11,0.2375095667248701,False,5,bottom2
29,8,Justina Machado,28.9998,0.13062996509903624,0.0858524063530961,3,5,4,5,8,0.21648237145213234,False,4,bottom2
29,8,Johnny Weir,30.0,0.13513537862230382,0.0471167995932518,1,7,4,7,8,0.18225217821555562,False,6,bottom2
29,8,Nev Schulman,30.0,0.13513537862230382,0.0636010269157444,1,6,2,6,7,0.19873640553804822,False,2,bottom2
29,8,AJ McLean,27.0,0.12162184076007344,0.285040027190569,5,1,1,1,6,0.4066618679506424,False,7,bottom2
29,8,Nelly,24.0,0.10810830289784307,0.2111628457663858,8,2,6,2,10,0.3192711486642289,False,3,bottom2
29,8,Kaitlyn Bristowe,28.0,0.1261263533808169,0.156433283674742,4,3,2,3,7,0.28255963705555887,False,1,bottom2
29,9,Skai Jackson,28.9998,0.15025865392188154,0.1620910698146319,3,3,2,3,6,0.31234972373651343,False,5,bottom2
29,9,Justina Machado,25.9998,0.13471454803957736,0.1200800179284717,5,4,6,4,9,0.25479456596804906,False,4,bottom2
29,9,Johnny Weir,30.0,0.15544105882304174,0.0659013111015245,1,6,3,6,7,0.22134236992456624,False,6,bottom2
29,9,Nev Schulman,28.9998,0.15025865392188154,0.0889574652211991,3,5,4,5,8,0.23921611914308064,False,2,bottom2
29,9,AJ McLean,24.9998,0.12953317941214265,0.0488208920308237,6,7,7,7,13,0.17835407144296636,True,7,bottom2
29,9,Nelly,24.0,0.1243528470584334,0.2953491856846512,7,1,4,1,8,0.4197020327430846,False,3,bottom2
29,9,Kaitlyn Bristowe,30.0,0.15544105882304174,0.2188000582186976,1,2,1,2,3,0.37424111704173935,False,1,bottom2
29,10,Skai Jackson,28.5,0.16379310344827586,0.0692838084324915,4,6,6,6,10,0.23307691188076735,True,5,bottom2
29,10,Justina Machado,29.0,0.16666666666666666,0.1704106707733582,3,3,2,3,6,0.3370773374400249,False,4,bottom2
29,10,Johnny Weir,28.5,0.16379310344827586,0.1262433299074973,4,4,5,4,8,0.2900364333557731,True,6,bottom2
29,10,Nev Schulman,30.0,0.1724137931034483,0.0935233590350072,1,5,2,5,6,0.2659371521384555,False,2,bottom2
29,10,Nelly,28.0,0.16091954022988506,0.3105084870032935,6,1,4,1,7,0.47142802723317856,False,3,bottom2
29,10,Kaitlyn Bristowe,30.0,0.1724137931034483,0.2300303448483522,1,2,1,2,3,0.40244413795180045,False,1,bottom2
29,11,Justina Machado,30.0,0.25316455696202533,0.2035500832679938,1,3,2,3,4,0.4567146402300191,False,4,bottom2
29,11,Nev Schulman,30.0,0.25316455696202533,0.1507936105062107,1,4,3,4,5,0.40395816746823604,False,2,bottom2
29,11,Nelly,28.5,0.24050632911392406,0.3708924335436651,4,1,3,1,5,0.6113987626575892,False,3,bottom2
29,11,Kaitlyn Bristowe,30.0,0.25316455696202533,0.2747638726821303,1,2,1,2,3,0.5279284296441557,False,1,bottom2
30,1,Martin Kove,13.0,0.03551912568306011,0.0039302413194475,15,15,15,15,30,0.039449367002507604,False,15,bottom2
30,1,Brian Austin Green,24.0,0.06557377049180328,0.0237765744327271,9,9,9,9,18,0.08935034492453038,False,13,bottom2
30,1,Melora Hardin,26.0,0.07103825136612021,0.0584809364473905,5,6,6,6,11,0.1295191878135107,False,6,bottom2
30,1,Matt James,24.0,0.06557377049180328,0.0176141195651593,9,10,10,10,19,0.08318789005696259,False,12,bottom2
30,1,"Mike ""The Miz"" Mizanin",24.0,0.06557377049180328,0.0130488607151363,9,11,11,11,20,0.07862263120693957,False,9,bottom2
30,1,Suni Lee,28.0,0.07650273224043716,0.1941635467564617,2,2,2,2,4,0.2706662789968989,False,5,bottom2
30,1,Iman Shumpert,21.0,0.05737704918032787,0.0053052708609554,14,14,14,14,28,0.06268232004128327,False,1,bottom2
30,1,Cody Rigsby,24.0,0.06557377049180328,0.0096668337769109,9,12,12,12,21,0.07524060426871418,False,3,bottom2
30,1,Melanie C,27.0,0.07377049180327869,0.1065592137652328,4,4,4,4,8,0.18032970556851147,False,11,bottom2
30,1,Jimmie Allen,22.0,0.060109289617486336,0.007161366598237,13,13,13,13,26,0.06727065621572334,False,7,bottom2
30,1,Olivia Jade,25.0,0.06830601092896176,0.0433237432827564,7,7,7,7,14,0.11162975421171815,False,8,bottom2
30,1,JoJo Siwa,29.0,0.07923497267759563,0.262093373699405,1,1,1,1,2,0.3413283463770006,False,2,bottom2
30,1,Christine Chiu,25.0,0.06830601092896176,0.0320950184120031,7,8,8,8,15,0.10040102934096486,False,14,bottom2
30,1,Kenya Moore,26.0,0.07103825136612021,0.0789410071388025,5,5,5,5,10,0.14997925850492272,False,10,bottom2
30,1,Amanda Kloots,28.0,0.07650273224043716,0.1438398932293735,2,3,3,3,5,0.22034262546981065,False,4,bottom2
30,2,Martin Kove,15.0,0.03896103896103896,0.0039302413194475,15,15,15,15,30,0.04289128028048646,True,15,bottom2
30,2,Brian Austin Green,23.0,0.05974025974025974,0.0320950184120031,13,8,11,8,21,0.09183527815226283,False,13,bottom2
30,2,Melora Hardin,27.0,0.07012987012987013,0.0789410071388025,5,5,4,5,10,0.14907087726867263,False,6,bottom2
30,2,Matt James,22.0,0.05714285714285714,0.0237765744327271,14,9,14,11,23,0.08091943157558423,False,12,bottom2
30,2,"Mike ""The Miz"" Mizanin",26.0,0.06753246753246753,0.0176141195651593,8,10,10,10,18,0.08514658709762682,False,9,bottom2
30,2,Suni Lee,28.0,0.07272727272727272,0.1941635467564618,4,2,2,2,6,0.2668908194837345,False,5,bottom2
30,2,Iman Shumpert,25.0,0.06493506493506493,0.007161366598237,9,13,13,14,22,0.07209643153330193,False,1,bottom2
30,2,Cody Rigsby,24.0,0.06233766233766234,0.0130488607151363,10,11,11,13,21,0.07538652305279864,False,3,bottom2
30,2,Melanie C,30.0,0.07792207792207792,0.1438398932293735,3,3,2,3,6,0.2217619711514514,False,11,bottom2
30,2,Jimmie Allen,27.0,0.07012987012987013,0.0096668337769109,5,12,8,12,17,0.07979670390678102,False,7,bottom2
30,2,Olivia Jade,27.0,0.07012987012987013,0.0584809364473905,5,6,5,6,11,0.12861080657726062,False,8,bottom2
30,2,JoJo Siwa,31.0,0.08051948051948052,0.262093373699405,2,1,1,1,3,0.34261285421888554,False,2,bottom2
30,2,Christine Chiu,24.0,0.06233766233766234,0.0433237432827564,10,7,8,7,17,0.10566140562041873,False,14,bottom2
30,2,Kenya Moore,24.0,0.06233766233766234,0.1065592137652328,10,4,6,4,14,0.16889687610289514,False,10,bottom2
30,2,Amanda Kloots,32.0,0.08311688311688312,0.0053052708609554,1,14,7,9,15,0.08842215397783852,False,4,bottom2
30,3,Brian Austin Green,19.0,0.06375838926174497,0.058711687547725,12,6,10,6,18,0.12247007680946997,False,13,bottom2
30,3,Melora Hardin,23.0,0.07718120805369127,0.079252488543947,4,5,3,5,9,0.15643369659763828,False,6,bottom2
30,3,Matt James,20.0,0.06711409395973154,0.0434946879023266,10,7,9,7,17,0.11060878186205814,False,12,bottom2
30,3,"Mike ""The Miz"" Mizanin",22.0,0.0738255033557047,0.0322216573009082,5,8,6,8,13,0.1060471606566129,False,9,bottom2
30,3,Suni Lee,21.0,0.07046979865771812,0.1949296673896226,7,2,3,2,9,0.2653994660473407,False,5,bottom2
30,3,Iman Shumpert,19.0,0.06375838926174497,0.0131003482451084,12,11,13,13,23,0.07685873750685338,False,1,bottom2
30,3,Cody Rigsby,18.0,0.06040268456375839,0.0238703908290749,14,9,13,12,23,0.0842730753928333,False,3,bottom2
30,3,Melanie C,22.0,0.0738255033557047,0.1444074493536593,5,3,2,3,8,0.218232952709364,False,11,bottom2
30,3,Jimmie Allen,20.0,0.06711409395973154,0.0176836204609725,10,10,11,11,20,0.08479771442070405,False,7,bottom2
30,3,Olivia Jade,24.0,0.08053691275167785,0.0071896235537994,1,13,8,10,14,0.08772653630547725,False,8,bottom2
30,3,JoJo Siwa,24.0,0.08053691275167785,0.2631275283837429,1,1,1,1,2,0.3436644411354208,False,2,bottom2
30,3,Christine Chiu,21.0,0.07046979865771812,0.0053262041284971,7,14,12,14,21,0.07579600278621522,True,14,bottom2
30,3,Kenya Moore,21.0,0.07046979865771812,0.1069796696833632,7,4,5,4,11,0.17744946834108133,False,10,bottom2
30,3,Amanda Kloots,24.0,0.08053691275167785,0.0097049766772521,1,12,6,9,13,0.09024188942892995,False,4,bottom2
30,4,Brian Austin Green,26.0,0.06235011990407674,0.0072281220070748,13,13,13,13,26,0.06957824191115154,True,13,bottom2
30,4,Melora Hardin,36.5,0.08752997601918465,0.0097569441534839,1,12,4,10,13,0.09728692017266855,False,6,bottom2
30,4,Matt James,28.5,0.0683453237410072,0.0239982101952936,12,9,12,12,21,0.09234353393630079,True,12,bottom2
30,4,"Mike ""The Miz"" Mizanin",32.5,0.07793764988009592,0.0590260724585427,7,6,4,6,13,0.13696372233863863,False,9,bottom2
30,4,Suni Lee,34.0,0.0815347721822542,0.1959734620522814,4,2,2,2,6,0.2775082342345356,False,5,bottom2
30,4,Iman Shumpert,31.5,0.07553956834532374,0.0796768637847832,9,5,7,5,14,0.15521643213010694,False,1,bottom2
30,4,Cody Rigsby,29.0,0.06954436450839328,0.0437275899725677,11,7,11,7,18,0.11327195448096097,False,3,bottom2
30,4,Melanie C,33.0,0.07913669064748201,0.1451807114584072,6,3,3,3,9,0.22431740210588919,False,11,bottom2
30,4,Jimmie Allen,32.5,0.07793764988009592,0.0323941953981773,7,8,10,8,15,0.11033184527827322,False,7,bottom2
30,4,Olivia Jade,35.0,0.08393285371702638,0.0131704970006074,2,11,4,11,13,0.09710335071763379,False,8,bottom2
30,4,JoJo Siwa,35.0,0.08393285371702638,0.2645365038024336,2,1,1,1,3,0.34846935751945995,False,2,bottom2
30,4,Kenya Moore,29.5,0.07074340527577938,0.1075525163399231,10,4,7,4,14,0.17829592161570249,False,10,bottom2
30,4,Amanda Kloots,34.0,0.0815347721822542,0.0177783113764233,4,10,7,9,14,0.0993130835586775,False,4,bottom2
30,5,Melora Hardin,36.0,0.09350649350649351,0.024412864310781,3,9,6,10,12,0.11791935781727451,False,6,bottom2
30,5,"Mike ""The Miz"" Mizanin",32.0,0.08311688311688312,0.1094108671572735,9,4,7,4,13,0.1925277502741566,False,9,bottom2
30,5,Suni Lee,36.0,0.09350649350649351,0.2691073092544098,3,1,1,1,4,0.36261380276090327,False,5,bottom2
30,5,Iman Shumpert,28.0,0.07272727272727272,0.1476892226767738,11,3,8,3,14,0.22041649540404654,False,1,bottom2
30,5,Cody Rigsby,32.0,0.08311688311688312,0.0810535639306952,9,5,8,5,14,0.16417044704757833,False,3,bottom2
30,5,Melanie C,36.0,0.09350649350649351,0.0133980640041412,3,11,8,11,14,0.10690455751063471,True,11,bottom2
30,5,Jimmie Allen,34.0,0.08831168831168831,0.0600459570110494,8,6,8,6,14,0.1483576453227377,False,7,bottom2
30,5,Olivia Jade,36.0,0.09350649350649351,0.0329539199080656,3,8,4,8,11,0.1264604134145591,False,8,bottom2
30,5,JoJo Siwa,40.0,0.1038961038961039,0.018085494700457,1,10,4,9,11,0.12198159859656091,False,2,bottom2
30,5,Kenya Moore,36.0,0.09350649350649351,0.1993595980142966,3,2,2,2,5,0.29286609152079013,False,10,bottom2
30,5,Amanda Kloots,39.0,0.1012987012987013,0.0444831390320566,2,7,3,7,9,0.14578184033075792,False,4,bottom2
30,6,Melora Hardin,34.0,0.09340659340659341,0.0450872204980584,8,7,9,8,15,0.13849381390465182,False,6,bottom2
30,6,"Mike ""The Miz"" Mizanin",34.0,0.09340659340659341,0.2020669033180707,8,2,6,2,10,0.2954734967246641,False,9,bottom2
30,6,Suni Lee,36.0,0.0989010989010989,0.2727617891635065,5,1,1,1,6,0.3716628880646054,False,5,bottom2
